,STATE,Year,CO2,CH4,N2O,Fluorinated GHG,Incentives,Laws and Regulations,State Incentives,Utility/Private Incentives,Programs,State Hybrid Incentives,Ozone,Question,DataValue,StratificationCategory1,Stratification1
14232,OK,2014,61707675.0,851278.0,1931443.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.043243773,Mortality from coronary heart disease,117.0,Race/Ethnicity,American Indian or Alaska Native
14233,OK,2014,61707675.0,851278.0,1931443.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.043243773,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,206.9,Race/Ethnicity,"Black, non-Hispanic"
14234,OK,2014,61707675.0,851278.0,1931443.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.043243773,Mortality from coronary heart disease,139.7,Gender,Female
14235,OK,2014,61707675.0,851278.0,1931443.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.043243773,Premature mortality among adults aged 45-64 years,456.1,Race/Ethnicity,Hispanic
14236,OK,2014,61707675.0,851278.0,1931443.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.043243773,Premature mortality among adults aged 45-64 years,1145.5,Race/Ethnicity,American Indian or Alaska Native
14237,OK,2014,61707675.0,851278.0,1931443.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.043243773,Premature mortality among adults aged 45-64 years,1113.8,Race/Ethnicity,"Black, non-Hispanic"
14238,OK,2014,61707675.0,851278.0,1931443.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.043243773,Premature mortality among adults aged 45-64 years,718.8,Gender,Female
14239,OK,2014,61707675.0,851278.0,1931443.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.043243773,Premature mortality among adults aged 45-64 years,905.1,Overall,Overall
14240,OK,2014,61707675.0,851278.0,1931443.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.043243773,Premature mortality among adults aged 45-64 years,903.1,Race/Ethnicity,"White, non-Hispanic"
14241,OK,2014,61707675.0,851278.0,1931443.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.043243773,Premature mortality among adults aged 45-64 years,1098.7,Gender,Male
14242,OK,2014,61707675.0,851278.0,1931443.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.043243773,Premature mortality among adults aged 45-64 years,344.1,Race/Ethnicity,Asian or Pacific Islander
14243,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from coronary heart disease,142.2,Gender,Female
14244,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from diseases of the heart,245.6,Gender,Female
14245,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,133.5,Race/Ethnicity,American Indian or Alaska Native
14246,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,316.5,Race/Ethnicity,American Indian or Alaska Native
14247,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,184.2,Overall,Overall
14248,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Asthma mortality rate,13.3,Overall,Overall
14249,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,427.3,Gender,Male
14250,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,435.1,Race/Ethnicity,"White, non-Hispanic"
14251,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
14252,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
14253,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,354.4,Gender,Female
14254,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,388.9,Overall,Overall
14255,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,185.3,Gender,Male
14256,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,72.7,Race/Ethnicity,"Black, non-Hispanic"
14257,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,65.3,Race/Ethnicity,Hispanic
14258,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,183.1,Gender,Female
14259,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from total cardiovascular diseases,403.6,Race/Ethnicity,"White, non-Hispanic"
14260,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from diseases of the heart,191.8,Race/Ethnicity,"Black, non-Hispanic"
14261,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from heart failure,103.6,Race/Ethnicity,"Black, non-Hispanic"
14262,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from heart failure,176.3,Race/Ethnicity,"White, non-Hispanic"
14263,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from diseases of the heart,320.1,Race/Ethnicity,"White, non-Hispanic"
14264,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Premature mortality among adults aged 45-64 years,715.7,Gender,Female
14265,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from total cardiovascular diseases,249.1,Race/Ethnicity,American Indian or Alaska Native
14266,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from diseases of the heart,201.1,Race/Ethnicity,American Indian or Alaska Native
14267,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from diseases of the heart,263.6,Overall,Overall
14268,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic
14269,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from diseases of the heart,281.9,Gender,Male
14270,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,217.0,Race/Ethnicity,"Black, non-Hispanic"
14271,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Premature mortality among adults aged 45-64 years,912.1,Overall,Overall
14272,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander
14273,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from total cardiovascular diseases,334.0,Overall,Overall
14274,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Asthma mortality rate,,Gender,Male
14275,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from heart failure,90.5,Race/Ethnicity,American Indian or Alaska Native
14276,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Premature mortality among adults aged 45-64 years,1156.0,Race/Ethnicity,"Black, non-Hispanic"
14277,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Premature mortality among adults aged 45-64 years,1116.0,Gender,Male
14278,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from heart failure,142.3,Overall,Overall
14279,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from coronary heart disease,185.1,Gender,Male
14280,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from diseases of the heart,56.4,Race/Ethnicity,Asian or Pacific Islander
14281,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from diseases of the heart,38.8,Race/Ethnicity,Hispanic
14282,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Premature mortality among adults aged 45-64 years,263.4,Race/Ethnicity,Asian or Pacific Islander
14283,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from coronary heart disease,124.4,Race/Ethnicity,American Indian or Alaska Native
14284,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,210.3,Race/Ethnicity,"White, non-Hispanic"
14285,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from heart failure,16.6,Race/Ethnicity,Hispanic
14286,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from coronary heart disease,22.4,Race/Ethnicity,Hispanic
14287,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Asthma mortality rate,,Race/Ethnicity,Hispanic
14288,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Premature mortality among adults aged 45-64 years,394.9,Race/Ethnicity,Hispanic
14289,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Premature mortality among adults aged 45-64 years,910.6,Race/Ethnicity,"White, non-Hispanic"
14290,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
14291,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from heart failure,146.8,Gender,Female
14292,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from total cardiovascular diseases,344.7,Gender,Male
14293,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from total cardiovascular diseases,79.4,Race/Ethnicity,Asian or Pacific Islander
14294,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from coronary heart disease,112.1,Race/Ethnicity,"Black, non-Hispanic"
14295,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from coronary heart disease,199.6,Race/Ethnicity,"White, non-Hispanic"
14296,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from heart failure,137.6,Gender,Male
14297,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Asthma mortality rate,12.1,Race/Ethnicity,"White, non-Hispanic"
14298,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Asthma mortality rate,18.7,Gender,Female
14299,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from total cardiovascular diseases,257.0,Race/Ethnicity,"Black, non-Hispanic"
14300,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from total cardiovascular diseases,54.7,Race/Ethnicity,Hispanic
14301,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from total cardiovascular diseases,323.6,Gender,Female
14302,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
14303,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
14304,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from coronary heart disease,33.4,Race/Ethnicity,Asian or Pacific Islander
14305,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Mortality from coronary heart disease,163.5,Overall,Overall
14306,OK,2015,58746925.0,777622.0,2007579.0,0.0,0.0,13.0,11.0,4.0,0.0,0.0,0.041990972,Premature mortality among adults aged 45-64 years,1221.0,Race/Ethnicity,American Indian or Alaska Native
14307,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from total cardiovascular diseases,335.5,Gender,Male
14308,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,29.4,Race/Ethnicity,Hispanic
14309,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,121.7,Race/Ethnicity,American Indian or Alaska Native
14310,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,175.7,Overall,Overall
14311,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,172.4,Gender,Female
14312,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,179.3,Gender,Male
14313,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Premature mortality among adults aged 45-64 years,899.0,Overall,Overall
14314,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from diseases of the heart,187.7,Race/Ethnicity,"Black, non-Hispanic"
14315,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from total cardiovascular diseases,232.3,Race/Ethnicity,American Indian or Alaska Native
14316,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from total cardiovascular diseases,399.6,Race/Ethnicity,"White, non-Hispanic"
14317,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from heart failure,134.3,Overall,Overall
14318,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from heart failure,92.2,Race/Ethnicity,"Black, non-Hispanic"
14319,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from coronary heart disease,150.5,Overall,Overall
14320,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from heart failure,23.2,Race/Ethnicity,Asian or Pacific Islander
14321,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,200.2,Race/Ethnicity,"White, non-Hispanic"
14322,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from coronary heart disease,98.2,Race/Ethnicity,"Black, non-Hispanic"
14323,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from heart failure,126.4,Gender,Male
14324,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from total cardiovascular diseases,328.7,Overall,Overall
14325,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from total cardiovascular diseases,256.2,Race/Ethnicity,"Black, non-Hispanic"
14326,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Premature mortality among adults aged 45-64 years,1086.0,Gender,Male
14327,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from coronary heart disease,170.8,Gender,Male
14328,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Asthma mortality rate,14.6,Gender,Female
14329,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Premature mortality among adults aged 45-64 years,1134.0,Race/Ethnicity,American Indian or Alaska Native
14330,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,362.4,Gender,Female
14331,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,76.7,Race/Ethnicity,"Black, non-Hispanic"
14332,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
14333,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,402.4,Overall,Overall
14334,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
14335,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from diseases of the heart,40.1,Race/Ethnicity,Hispanic
14336,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from total cardiovascular diseases,53.5,Race/Ethnicity,Hispanic
14337,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from diseases of the heart,61.7,Race/Ethnicity,Asian or Pacific Islander
14338,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from coronary heart disease,38.4,Race/Ethnicity,Asian or Pacific Islander
14339,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from diseases of the heart,245.9,Gender,Female
14340,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from diseases of the heart,318.4,Race/Ethnicity,"White, non-Hispanic"
14341,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from heart failure,142.1,Gender,Female
14342,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from coronary heart disease,184.4,Race/Ethnicity,"White, non-Hispanic"
14343,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,72.6,Race/Ethnicity,Asian or Pacific Islander
14344,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,315.5,Race/Ethnicity,American Indian or Alaska Native
14345,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Premature mortality among adults aged 45-64 years,343.4,Race/Ethnicity,Asian or Pacific Islander
14346,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from heart failure,166.8,Race/Ethnicity,"White, non-Hispanic"
14347,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from total cardiovascular diseases,322.1,Gender,Female
14348,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Premature mortality among adults aged 45-64 years,1142.0,Race/Ethnicity,"Black, non-Hispanic"
14349,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from diseases of the heart,274.8,Gender,Male
14350,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from diseases of the heart,188.5,Race/Ethnicity,American Indian or Alaska Native
14351,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
14352,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from coronary heart disease,130.6,Gender,Female
14353,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Asthma mortality rate,,Race/Ethnicity,Hispanic
14354,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from diseases of the heart,260.2,Overall,Overall
14355,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from heart failure,89.2,Race/Ethnicity,American Indian or Alaska Native
14356,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Premature mortality among adults aged 45-64 years,903.0,Race/Ethnicity,"White, non-Hispanic"
14357,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Premature mortality among adults aged 45-64 years,718.2,Gender,Female
14358,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from heart failure,18.6,Race/Ethnicity,Hispanic
14359,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Asthma mortality rate,9.6,Race/Ethnicity,"White, non-Hispanic"
14360,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from total cardiovascular diseases,94.0,Race/Ethnicity,Asian or Pacific Islander
14361,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from coronary heart disease,114.9,Race/Ethnicity,American Indian or Alaska Native
14362,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Asthma mortality rate,11.0,Overall,Overall
14363,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,231.2,Race/Ethnicity,"Black, non-Hispanic"
14364,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,451.9,Race/Ethnicity,"White, non-Hispanic"
14365,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,446.8,Gender,Male
14366,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality from coronary heart disease,22.8,Race/Ethnicity,Hispanic
14367,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
14368,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Asthma mortality rate,,Gender,Male
14369,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,57.4,Race/Ethnicity,Hispanic
14370,OK,2016,54332966.0,776781.0,1844096.0,0.0,0.0,15.0,11.0,4.0,0.0,0.0,0.042449074,Premature mortality among adults aged 45-64 years,414.9,Race/Ethnicity,Hispanic
