,STATE,Year,CO2,CH4,N2O,Fluorinated GHG,Laws and Regulations,State Incentives,Utility/Private Incentives,Ozone,Question,DataValue,StratificationCategory1,Stratification1,Population,Total Sq. Mi.,Total Sq. Km.
15554,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from diseases of the heart,40.1,Race/Ethnicity,Hispanic,3878187.0,"69,899","181,037"
15555,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from diseases of the heart,235.6,Gender,Female,3878187.0,"69,899","181,037"
15556,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from heart failure,137.9,Overall,Overall,3878187.0,"69,899","181,037"
15557,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from total cardiovascular diseases,212.8,Race/Ethnicity,American Indian or Alaska Native,3878187.0,"69,899","181,037"
15558,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from total cardiovascular diseases,257.3,Race/Ethnicity,"Black, non-Hispanic",3878187.0,"69,899","181,037"
15559,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from diseases of the heart,195.8,Race/Ethnicity,"Black, non-Hispanic",3878187.0,"69,899","181,037"
15560,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from heart failure,171.2,Race/Ethnicity,"White, non-Hispanic",3878187.0,"69,899","181,037"
15561,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from coronary heart disease,183.2,Gender,Male,3878187.0,"69,899","181,037"
15562,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from diseases of the heart,308.9,Race/Ethnicity,"White, non-Hispanic",3878187.0,"69,899","181,037"
15563,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from total cardiovascular diseases,90.4,Race/Ethnicity,Asian or Pacific Islander,3878187.0,"69,899","181,037"
15564,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from coronary heart disease,195.9,Race/Ethnicity,"White, non-Hispanic",3878187.0,"69,899","181,037"
15565,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from coronary heart disease,161.2,Overall,Overall,3878187.0,"69,899","181,037"
15566,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from heart failure,20.2,Race/Ethnicity,Hispanic,3878187.0,"69,899","181,037"
15567,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,3878187.0,"69,899","181,037"
15568,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from diseases of the heart,169.3,Race/Ethnicity,American Indian or Alaska Native,3878187.0,"69,899","181,037"
15569,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from diseases of the heart,254.5,Overall,Overall,3878187.0,"69,899","181,037"
15570,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from coronary heart disease,117.0,Race/Ethnicity,American Indian or Alaska Native,3878187.0,"69,899","181,037"
15571,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,206.9,Race/Ethnicity,"Black, non-Hispanic",3878187.0,"69,899","181,037"
15572,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Mortality from coronary heart disease,139.7,Gender,Female,3878187.0,"69,899","181,037"
15573,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Premature mortality among adults aged 45-64 years,456.1,Race/Ethnicity,Hispanic,3878187.0,"69,899","181,037"
15574,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Premature mortality among adults aged 45-64 years,1145.5,Race/Ethnicity,American Indian or Alaska Native,3878187.0,"69,899","181,037"
15575,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Premature mortality among adults aged 45-64 years,1113.8,Race/Ethnicity,"Black, non-Hispanic",3878187.0,"69,899","181,037"
15576,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Premature mortality among adults aged 45-64 years,718.8,Gender,Female,3878187.0,"69,899","181,037"
15577,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Premature mortality among adults aged 45-64 years,905.1,Overall,Overall,3878187.0,"69,899","181,037"
15578,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Premature mortality among adults aged 45-64 years,903.1,Race/Ethnicity,"White, non-Hispanic",3878187.0,"69,899","181,037"
15579,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Premature mortality among adults aged 45-64 years,1098.7,Gender,Male,3878187.0,"69,899","181,037"
15580,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,Premature mortality among adults aged 45-64 years,344.1,Race/Ethnicity,Asian or Pacific Islander,3878187.0,"69,899","181,037"
15581,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from coronary heart disease,142.2,Gender,Female,3909500.0,"69,899","181,037"
15582,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from diseases of the heart,245.6,Gender,Female,3909500.0,"69,899","181,037"
15583,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,133.5,Race/Ethnicity,American Indian or Alaska Native,3909500.0,"69,899","181,037"
15584,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,316.5,Race/Ethnicity,American Indian or Alaska Native,3909500.0,"69,899","181,037"
15585,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,184.2,Overall,Overall,3909500.0,"69,899","181,037"
15586,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Asthma mortality rate,13.3,Overall,Overall,3909500.0,"69,899","181,037"
15587,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,427.3,Gender,Male,3909500.0,"69,899","181,037"
15588,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,435.1,Race/Ethnicity,"White, non-Hispanic",3909500.0,"69,899","181,037"
15589,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,3909500.0,"69,899","181,037"
15590,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,3909500.0,"69,899","181,037"
15591,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,354.4,Gender,Female,3909500.0,"69,899","181,037"
15592,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,388.9,Overall,Overall,3909500.0,"69,899","181,037"
15593,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,185.3,Gender,Male,3909500.0,"69,899","181,037"
15594,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,72.7,Race/Ethnicity,"Black, non-Hispanic",3909500.0,"69,899","181,037"
15595,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,65.3,Race/Ethnicity,Hispanic,3909500.0,"69,899","181,037"
15596,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,183.1,Gender,Female,3909500.0,"69,899","181,037"
15597,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from total cardiovascular diseases,403.6,Race/Ethnicity,"White, non-Hispanic",3909500.0,"69,899","181,037"
15598,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from diseases of the heart,191.8,Race/Ethnicity,"Black, non-Hispanic",3909500.0,"69,899","181,037"
15599,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from heart failure,103.6,Race/Ethnicity,"Black, non-Hispanic",3909500.0,"69,899","181,037"
15600,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from heart failure,176.3,Race/Ethnicity,"White, non-Hispanic",3909500.0,"69,899","181,037"
15601,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from diseases of the heart,320.1,Race/Ethnicity,"White, non-Hispanic",3909500.0,"69,899","181,037"
15602,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Premature mortality among adults aged 45-64 years,715.7,Gender,Female,3909500.0,"69,899","181,037"
15603,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from total cardiovascular diseases,249.1,Race/Ethnicity,American Indian or Alaska Native,3909500.0,"69,899","181,037"
15604,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from diseases of the heart,201.1,Race/Ethnicity,American Indian or Alaska Native,3909500.0,"69,899","181,037"
15605,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from diseases of the heart,263.6,Overall,Overall,3909500.0,"69,899","181,037"
15606,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,3909500.0,"69,899","181,037"
15607,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from diseases of the heart,281.9,Gender,Male,3909500.0,"69,899","181,037"
15608,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,217.0,Race/Ethnicity,"Black, non-Hispanic",3909500.0,"69,899","181,037"
15609,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Premature mortality among adults aged 45-64 years,912.1,Overall,Overall,3909500.0,"69,899","181,037"
15610,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from heart failure,,Race/Ethnicity,Asian or Pacific Islander,3909500.0,"69,899","181,037"
15611,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from total cardiovascular diseases,334.0,Overall,Overall,3909500.0,"69,899","181,037"
15612,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Asthma mortality rate,,Gender,Male,3909500.0,"69,899","181,037"
15613,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from heart failure,90.5,Race/Ethnicity,American Indian or Alaska Native,3909500.0,"69,899","181,037"
15614,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Premature mortality among adults aged 45-64 years,1156.0,Race/Ethnicity,"Black, non-Hispanic",3909500.0,"69,899","181,037"
15615,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Premature mortality among adults aged 45-64 years,1116.0,Gender,Male,3909500.0,"69,899","181,037"
15616,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from heart failure,142.3,Overall,Overall,3909500.0,"69,899","181,037"
15617,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from coronary heart disease,185.1,Gender,Male,3909500.0,"69,899","181,037"
15618,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from diseases of the heart,56.4,Race/Ethnicity,Asian or Pacific Islander,3909500.0,"69,899","181,037"
15619,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from diseases of the heart,38.8,Race/Ethnicity,Hispanic,3909500.0,"69,899","181,037"
15620,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Premature mortality among adults aged 45-64 years,263.4,Race/Ethnicity,Asian or Pacific Islander,3909500.0,"69,899","181,037"
15621,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from coronary heart disease,124.4,Race/Ethnicity,American Indian or Alaska Native,3909500.0,"69,899","181,037"
15622,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,210.3,Race/Ethnicity,"White, non-Hispanic",3909500.0,"69,899","181,037"
15623,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from heart failure,16.6,Race/Ethnicity,Hispanic,3909500.0,"69,899","181,037"
15624,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from coronary heart disease,22.4,Race/Ethnicity,Hispanic,3909500.0,"69,899","181,037"
15625,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Asthma mortality rate,,Race/Ethnicity,Hispanic,3909500.0,"69,899","181,037"
15626,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Premature mortality among adults aged 45-64 years,394.9,Race/Ethnicity,Hispanic,3909500.0,"69,899","181,037"
15627,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Premature mortality among adults aged 45-64 years,910.6,Race/Ethnicity,"White, non-Hispanic",3909500.0,"69,899","181,037"
15628,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander,3909500.0,"69,899","181,037"
15629,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from heart failure,146.8,Gender,Female,3909500.0,"69,899","181,037"
15630,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from total cardiovascular diseases,344.7,Gender,Male,3909500.0,"69,899","181,037"
15631,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from total cardiovascular diseases,79.4,Race/Ethnicity,Asian or Pacific Islander,3909500.0,"69,899","181,037"
15632,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from coronary heart disease,112.1,Race/Ethnicity,"Black, non-Hispanic",3909500.0,"69,899","181,037"
15633,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from coronary heart disease,199.6,Race/Ethnicity,"White, non-Hispanic",3909500.0,"69,899","181,037"
15634,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from heart failure,137.6,Gender,Male,3909500.0,"69,899","181,037"
15635,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Asthma mortality rate,12.1,Race/Ethnicity,"White, non-Hispanic",3909500.0,"69,899","181,037"
15636,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Asthma mortality rate,18.7,Gender,Female,3909500.0,"69,899","181,037"
15637,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from total cardiovascular diseases,257.0,Race/Ethnicity,"Black, non-Hispanic",3909500.0,"69,899","181,037"
15638,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from total cardiovascular diseases,54.7,Race/Ethnicity,Hispanic,3909500.0,"69,899","181,037"
15639,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from total cardiovascular diseases,323.6,Gender,Female,3909500.0,"69,899","181,037"
15640,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native,3909500.0,"69,899","181,037"
15641,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic",3909500.0,"69,899","181,037"
15642,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from coronary heart disease,33.4,Race/Ethnicity,Asian or Pacific Islander,3909500.0,"69,899","181,037"
15643,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Mortality from coronary heart disease,163.5,Overall,Overall,3909500.0,"69,899","181,037"
15644,OK,2015,58746925,777622,2007579,0,13,11,4,0.041990972,Premature mortality among adults aged 45-64 years,1221.0,Race/Ethnicity,American Indian or Alaska Native,3909500.0,"69,899","181,037"
15645,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from total cardiovascular diseases,335.5,Gender,Male,3926331.0,"69,899","181,037"
15646,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,29.4,Race/Ethnicity,Hispanic,3926331.0,"69,899","181,037"
15647,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,121.7,Race/Ethnicity,American Indian or Alaska Native,3926331.0,"69,899","181,037"
15648,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,175.7,Overall,Overall,3926331.0,"69,899","181,037"
15649,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,172.4,Gender,Female,3926331.0,"69,899","181,037"
15650,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,179.3,Gender,Male,3926331.0,"69,899","181,037"
15651,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Premature mortality among adults aged 45-64 years,899.0,Overall,Overall,3926331.0,"69,899","181,037"
15652,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from diseases of the heart,187.7,Race/Ethnicity,"Black, non-Hispanic",3926331.0,"69,899","181,037"
15653,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from total cardiovascular diseases,232.3,Race/Ethnicity,American Indian or Alaska Native,3926331.0,"69,899","181,037"
15654,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from total cardiovascular diseases,399.6,Race/Ethnicity,"White, non-Hispanic",3926331.0,"69,899","181,037"
15655,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from heart failure,134.3,Overall,Overall,3926331.0,"69,899","181,037"
15656,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from heart failure,92.2,Race/Ethnicity,"Black, non-Hispanic",3926331.0,"69,899","181,037"
15657,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from coronary heart disease,150.5,Overall,Overall,3926331.0,"69,899","181,037"
15658,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from heart failure,23.2,Race/Ethnicity,Asian or Pacific Islander,3926331.0,"69,899","181,037"
15659,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,200.2,Race/Ethnicity,"White, non-Hispanic",3926331.0,"69,899","181,037"
15660,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from coronary heart disease,98.2,Race/Ethnicity,"Black, non-Hispanic",3926331.0,"69,899","181,037"
15661,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from heart failure,126.4,Gender,Male,3926331.0,"69,899","181,037"
15662,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from total cardiovascular diseases,328.7,Overall,Overall,3926331.0,"69,899","181,037"
15663,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from total cardiovascular diseases,256.2,Race/Ethnicity,"Black, non-Hispanic",3926331.0,"69,899","181,037"
15664,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Premature mortality among adults aged 45-64 years,1086.0,Gender,Male,3926331.0,"69,899","181,037"
15665,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from coronary heart disease,170.8,Gender,Male,3926331.0,"69,899","181,037"
15666,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Asthma mortality rate,14.6,Gender,Female,3926331.0,"69,899","181,037"
15667,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Premature mortality among adults aged 45-64 years,1134.0,Race/Ethnicity,American Indian or Alaska Native,3926331.0,"69,899","181,037"
15668,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,362.4,Gender,Female,3926331.0,"69,899","181,037"
15669,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,76.7,Race/Ethnicity,"Black, non-Hispanic",3926331.0,"69,899","181,037"
15670,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic",3926331.0,"69,899","181,037"
15671,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,402.4,Overall,Overall,3926331.0,"69,899","181,037"
15672,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,3926331.0,"69,899","181,037"
15673,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from diseases of the heart,40.1,Race/Ethnicity,Hispanic,3926331.0,"69,899","181,037"
15674,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from total cardiovascular diseases,53.5,Race/Ethnicity,Hispanic,3926331.0,"69,899","181,037"
15675,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from diseases of the heart,61.7,Race/Ethnicity,Asian or Pacific Islander,3926331.0,"69,899","181,037"
15676,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from coronary heart disease,38.4,Race/Ethnicity,Asian or Pacific Islander,3926331.0,"69,899","181,037"
15677,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from diseases of the heart,245.9,Gender,Female,3926331.0,"69,899","181,037"
15678,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from diseases of the heart,318.4,Race/Ethnicity,"White, non-Hispanic",3926331.0,"69,899","181,037"
15679,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from heart failure,142.1,Gender,Female,3926331.0,"69,899","181,037"
15680,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from coronary heart disease,184.4,Race/Ethnicity,"White, non-Hispanic",3926331.0,"69,899","181,037"
15681,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,72.6,Race/Ethnicity,Asian or Pacific Islander,3926331.0,"69,899","181,037"
15682,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,315.5,Race/Ethnicity,American Indian or Alaska Native,3926331.0,"69,899","181,037"
15683,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Premature mortality among adults aged 45-64 years,343.4,Race/Ethnicity,Asian or Pacific Islander,3926331.0,"69,899","181,037"
15684,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from heart failure,166.8,Race/Ethnicity,"White, non-Hispanic",3926331.0,"69,899","181,037"
15685,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from total cardiovascular diseases,322.1,Gender,Female,3926331.0,"69,899","181,037"
15686,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Premature mortality among adults aged 45-64 years,1142.0,Race/Ethnicity,"Black, non-Hispanic",3926331.0,"69,899","181,037"
15687,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from diseases of the heart,274.8,Gender,Male,3926331.0,"69,899","181,037"
15688,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from diseases of the heart,188.5,Race/Ethnicity,American Indian or Alaska Native,3926331.0,"69,899","181,037"
15689,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander,3926331.0,"69,899","181,037"
15690,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from coronary heart disease,130.6,Gender,Female,3926331.0,"69,899","181,037"
15691,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Asthma mortality rate,,Race/Ethnicity,Hispanic,3926331.0,"69,899","181,037"
15692,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from diseases of the heart,260.2,Overall,Overall,3926331.0,"69,899","181,037"
15693,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from heart failure,89.2,Race/Ethnicity,American Indian or Alaska Native,3926331.0,"69,899","181,037"
15694,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Premature mortality among adults aged 45-64 years,903.0,Race/Ethnicity,"White, non-Hispanic",3926331.0,"69,899","181,037"
15695,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Premature mortality among adults aged 45-64 years,718.2,Gender,Female,3926331.0,"69,899","181,037"
15696,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from heart failure,18.6,Race/Ethnicity,Hispanic,3926331.0,"69,899","181,037"
15697,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Asthma mortality rate,9.6,Race/Ethnicity,"White, non-Hispanic",3926331.0,"69,899","181,037"
15698,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from total cardiovascular diseases,94.0,Race/Ethnicity,Asian or Pacific Islander,3926331.0,"69,899","181,037"
15699,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from coronary heart disease,114.9,Race/Ethnicity,American Indian or Alaska Native,3926331.0,"69,899","181,037"
15700,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Asthma mortality rate,11.0,Overall,Overall,3926331.0,"69,899","181,037"
15701,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,231.2,Race/Ethnicity,"Black, non-Hispanic",3926331.0,"69,899","181,037"
15702,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,451.9,Race/Ethnicity,"White, non-Hispanic",3926331.0,"69,899","181,037"
15703,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,446.8,Gender,Male,3926331.0,"69,899","181,037"
15704,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality from coronary heart disease,22.8,Race/Ethnicity,Hispanic,3926331.0,"69,899","181,037"
15705,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native,3926331.0,"69,899","181,037"
15706,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Asthma mortality rate,,Gender,Male,3926331.0,"69,899","181,037"
15707,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,57.4,Race/Ethnicity,Hispanic,3926331.0,"69,899","181,037"
15708,OK,2016,54332966,776781,1844096,0,15,11,4,0.042449074,Premature mortality among adults aged 45-64 years,414.9,Race/Ethnicity,Hispanic,3926331.0,"69,899","181,037"
15709,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,81.9,Race/Ethnicity,Asian or Pacific Islander,3931316.0,"69,899","181,037"
