,Year,STATE,Question,DataValue,StratificationCategory1,Stratification1
13991,2012,ND,Mortality from coronary heart disease,,Race/Ethnicity,Hispanic
13992,2012,ND,"Cancer of the lung and bronchus, incidence",67.8,Gender,Male
13993,2012,ND,"Cancer of the lung and bronchus, incidence",65.1,Overall,Overall
13994,2012,ND,"Cancer of the lung and bronchus, incidence",,Race/Ethnicity,Hispanic
13995,2012,ND,"Cancer of the lung and bronchus, incidence",62.2,Gender,Female
13996,2012,ND,"Cancer of the lung and bronchus, incidence",69.8,Race/Ethnicity,"White, non-Hispanic"
13997,2012,ND,"Cancer of the lung and bronchus, incidence",55.5,Race/Ethnicity,American Indian or Alaska Native
13998,2012,ND,"Cancer of the lung and bronchus, incidence",,Race/Ethnicity,Asian or Pacific Islander
13999,2012,ND,"Cancer of the lung and bronchus, incidence",,Race/Ethnicity,"Black, non-Hispanic"
14000,2016,OH,Premature mortality among adults aged 45-64 years,341.2,Race/Ethnicity,Hispanic
14001,2016,OH,Mortality from heart failure,16.7,Race/Ethnicity,Asian or Pacific Islander
14002,2014,OH,Mortality from coronary heart disease,154.0,Race/Ethnicity,"White, non-Hispanic"
14003,2016,OH,Premature mortality among adults aged 45-64 years,590.1,Gender,Female
14004,2015,OH,Mortality from total cardiovascular diseases,313.5,Gender,Female
14005,2015,OH,Mortality from diseases of the heart,263.8,Race/Ethnicity,"White, non-Hispanic"
14006,2015,OH,Mortality from heart failure,21.0,Race/Ethnicity,Hispanic
14007,2015,OH,Asthma mortality rate,12.7,Race/Ethnicity,"White, non-Hispanic"
14008,2015,OH,Mortality from diseases of the heart,241.7,Overall,Overall
14009,2017,OH,Mortality from diseases of the heart,48.0,Race/Ethnicity,Asian or Pacific Islander
14010,2017,OH,Mortality from diseases of the heart,,Race/Ethnicity,American Indian or Alaska Native
14011,2017,OH,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native
14012,2017,OH,Mortality from diseases of the heart,194.1,Race/Ethnicity,"Black, non-Hispanic"
14013,2017,OH,Mortality from coronary heart disease,28.5,Race/Ethnicity,Asian or Pacific Islander
14014,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,261.6,Gender,Female
14015,2017,OH,Mortality from total cardiovascular diseases,348.2,Race/Ethnicity,"White, non-Hispanic"
14016,2017,OH,Mortality from coronary heart disease,146.5,Race/Ethnicity,"White, non-Hispanic"
14017,2017,OH,Mortality from coronary heart disease,132.1,Overall,Overall
14018,2017,OH,Mortality from diseases of the heart,240.2,Overall,Overall
14019,2017,OH,Premature mortality among adults aged 45-64 years,434.3,Race/Ethnicity,Hispanic
14020,2017,OH,Mortality from total cardiovascular diseases,318.8,Overall,Overall
14021,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,140.2,Overall,Overall
14022,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,152.3,Race/Ethnicity,"White, non-Hispanic"
14023,2017,OH,Mortality from total cardiovascular diseases,82.3,Race/Ethnicity,American Indian or Alaska Native
14024,2017,OH,Premature mortality among adults aged 45-64 years,190.2,Race/Ethnicity,Asian or Pacific Islander
14025,2017,OH,Mortality from heart failure,129.0,Overall,Overall
14026,2017,OH,Mortality from heart failure,123.2,Gender,Male
14027,2017,OH,Premature mortality among adults aged 45-64 years,595.9,Gender,Female
14028,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,84.6,Race/Ethnicity,"Black, non-Hispanic"
14029,2017,OH,Mortality from heart failure,144.4,Race/Ethnicity,"White, non-Hispanic"
14030,2017,OH,Premature mortality among adults aged 45-64 years,1088.0,Race/Ethnicity,"Black, non-Hispanic"
14031,2017,OH,Mortality from heart failure,21.5,Race/Ethnicity,Hispanic
14032,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,205.9,Race/Ethnicity,"Black, non-Hispanic"
14033,2017,OH,Premature mortality among adults aged 45-64 years,953.7,Gender,Male
14034,2017,OH,Mortality from total cardiovascular diseases,324.7,Gender,Male
14035,2017,OH,Mortality from coronary heart disease,97.3,Race/Ethnicity,"Black, non-Hispanic"
14036,2017,OH,Mortality from coronary heart disease,155.6,Gender,Male
14037,2017,OH,Premature mortality among adults aged 45-64 years,751.3,Race/Ethnicity,"White, non-Hispanic"
14038,2017,OH,Premature mortality among adults aged 45-64 years,770.7,Overall,Overall
14039,2017,OH,Mortality from diseases of the heart,47.9,Race/Ethnicity,Hispanic
14040,2017,OH,Mortality from diseases of the heart,225.2,Gender,Female
14041,2017,OH,Mortality from heart failure,89.3,Race/Ethnicity,"Black, non-Hispanic"
14042,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,139.9,Gender,Female
14043,2017,OH,Mortality from total cardiovascular diseases,66.7,Race/Ethnicity,Hispanic
14044,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,24.8,Race/Ethnicity,Hispanic
14045,2017,OH,Mortality from diseases of the heart,255.9,Gender,Male
14046,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,65.0,Race/Ethnicity,Hispanic
14047,2017,OH,Mortality from heart failure,20.6,Race/Ethnicity,Asian or Pacific Islander
14048,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,140.5,Gender,Male
14049,2017,OH,Asthma mortality rate,9.5,Race/Ethnicity,"White, non-Hispanic"
14050,2017,OH,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
14051,2017,OH,Mortality from total cardiovascular diseases,313.2,Gender,Female
14052,2017,OH,Mortality from total cardiovascular diseases,265.0,Race/Ethnicity,"Black, non-Hispanic"
14053,2017,OH,Mortality from diseases of the heart,263.6,Race/Ethnicity,"White, non-Hispanic"
14054,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,280.7,Overall,Overall
14055,2017,OH,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
14056,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
14057,2017,OH,Mortality from total cardiovascular diseases,71.7,Race/Ethnicity,Asian or Pacific Islander
14058,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,302.3,Gender,Male
14059,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
14060,2017,OH,Mortality from heart failure,134.5,Gender,Female
14061,2017,OH,Mortality from coronary heart disease,109.6,Gender,Female
14062,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
14063,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,33.0,Race/Ethnicity,Asian or Pacific Islander
14064,2017,OH,Mortality from coronary heart disease,26.8,Race/Ethnicity,Hispanic
14065,2017,OH,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native
14066,2017,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,299.9,Race/Ethnicity,"White, non-Hispanic"
14067,2017,OH,Asthma mortality rate,11.6,Overall,Overall
14068,2017,OH,Premature mortality among adults aged 45-64 years,365.4,Race/Ethnicity,American Indian or Alaska Native
14069,2017,OH,Asthma mortality rate,14.0,Gender,Female
14070,2017,OH,Asthma mortality rate,27.5,Race/Ethnicity,"Black, non-Hispanic"
14071,2017,OH,Asthma mortality rate,,Race/Ethnicity,Hispanic
14072,2017,OH,Asthma mortality rate,9.1,Gender,Male
14073,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
14074,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,145.6,Race/Ethnicity,"White, non-Hispanic"
14075,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
14076,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,135.2,Gender,Female
14077,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,135.8,Gender,Male
14078,2016,OH,Mortality from diseases of the heart,253.5,Gender,Male
14079,2016,OH,Mortality from diseases of the heart,219.2,Gender,Female
14080,2016,OH,Mortality from coronary heart disease,101.0,Race/Ethnicity,"Black, non-Hispanic"
14081,2016,OH,Mortality from heart failure,124.9,Overall,Overall
14082,2016,OH,Mortality from total cardiovascular diseases,103.0,Race/Ethnicity,American Indian or Alaska Native
14083,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,90.9,Race/Ethnicity,"Black, non-Hispanic"
14084,2016,OH,Mortality from diseases of the heart,196.0,Race/Ethnicity,"Black, non-Hispanic"
14085,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,135.5,Overall,Overall
14086,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,295.0,Race/Ethnicity,"White, non-Hispanic"
14087,2016,OH,Mortality from coronary heart disease,152.5,Gender,Male
14088,2016,OH,Mortality from diseases of the heart,73.1,Race/Ethnicity,American Indian or Alaska Native
14089,2016,OH,Mortality from total cardiovascular diseases,318.2,Gender,Male
14090,2016,OH,Mortality from coronary heart disease,143.5,Race/Ethnicity,"White, non-Hispanic"
14091,2016,OH,Mortality from total cardiovascular diseases,311.0,Overall,Overall
14092,2016,OH,Asthma mortality rate,22.0,Race/Ethnicity,"Black, non-Hispanic"
14093,2016,OH,Mortality from heart failure,118.6,Gender,Male
14094,2016,OH,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native
14095,2016,OH,Mortality from diseases of the heart,43.6,Race/Ethnicity,Hispanic
14096,2016,OH,Mortality from heart failure,138.9,Race/Ethnicity,"White, non-Hispanic"
14097,2016,OH,Asthma mortality rate,10.1,Race/Ethnicity,"White, non-Hispanic"
14098,2016,OH,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native
14099,2016,OH,Premature mortality among adults aged 45-64 years,215.3,Race/Ethnicity,Asian or Pacific Islander
14100,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic
14101,2016,OH,Premature mortality among adults aged 45-64 years,920.5,Gender,Male
14102,2016,OH,Mortality from total cardiovascular diseases,65.1,Race/Ethnicity,Asian or Pacific Islander
14103,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,278.0,Overall,Overall
14104,2016,OH,Asthma mortality rate,8.4,Gender,Male
14105,2016,OH,Premature mortality among adults aged 45-64 years,351.7,Race/Ethnicity,American Indian or Alaska Native
14106,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,41.7,Race/Ethnicity,Asian or Pacific Islander
14107,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,161.2,Race/Ethnicity,American Indian or Alaska Native
14108,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,67.3,Race/Ethnicity,Hispanic
14109,2016,OH,Mortality from total cardiovascular diseases,304.1,Gender,Female
14110,2016,OH,Premature mortality among adults aged 45-64 years,751.6,Overall,Overall
14111,2016,OH,Mortality from heart failure,90.4,Race/Ethnicity,"Black, non-Hispanic"
14112,2016,OH,Mortality from coronary heart disease,27.3,Race/Ethnicity,Asian or Pacific Islander
14113,2016,OH,Asthma mortality rate,14.4,Gender,Female
14114,2016,OH,Asthma mortality rate,,Race/Ethnicity,Hispanic
14115,2016,OH,Premature mortality among adults aged 45-64 years,733.6,Race/Ethnicity,"White, non-Hispanic"
14116,2016,OH,Asthma mortality rate,11.5,Overall,Overall
14117,2016,OH,Mortality from diseases of the heart,43.3,Race/Ethnicity,Asian or Pacific Islander
14118,2016,OH,Mortality from coronary heart disease,25.0,Race/Ethnicity,Hispanic
14119,2016,OH,Mortality from coronary heart disease,130.6,Overall,Overall
14120,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,212.8,Race/Ethnicity,"Black, non-Hispanic"
14121,2016,OH,Mortality from diseases of the heart,236.0,Overall,Overall
14122,2016,OH,Mortality from heart failure,131.1,Gender,Female
14123,2016,OH,Mortality from total cardiovascular diseases,59.3,Race/Ethnicity,Hispanic
14124,2016,OH,Mortality from heart failure,19.5,Race/Ethnicity,Hispanic
14125,2016,OH,Mortality from total cardiovascular diseases,337.4,Race/Ethnicity,"White, non-Hispanic"
14126,2016,OH,Premature mortality among adults aged 45-64 years,1059.0,Race/Ethnicity,"Black, non-Hispanic"
14127,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,302.2,Gender,Male
14128,2016,OH,Mortality from total cardiovascular diseases,267.7,Race/Ethnicity,"Black, non-Hispanic"
14129,2016,OH,Mortality from coronary heart disease,109.6,Gender,Female
14130,2016,OH,Mortality from diseases of the heart,257.5,Race/Ethnicity,"White, non-Hispanic"
14131,2016,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,256.6,Gender,Female
14132,2016,OH,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
14133,2016,OH,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
14134,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,300.2,Race/Ethnicity,"White, non-Hispanic"
14135,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,89.7,Race/Ethnicity,"Black, non-Hispanic"
14136,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
14137,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,54.1,Race/Ethnicity,Hispanic
14138,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,30.2,Race/Ethnicity,Asian or Pacific Islander
14139,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,23.7,Race/Ethnicity,Hispanic
14140,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,302.3,Gender,Male
14141,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,282.5,Overall,Overall
14142,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
14143,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,210.0,Race/Ethnicity,"Black, non-Hispanic"
14144,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
14145,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,139.1,Overall,Overall
14146,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,139.8,Gender,Female
14147,2015,OH,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
14148,2015,OH,Mortality from total cardiovascular diseases,343.2,Race/Ethnicity,"White, non-Hispanic"
14149,2015,OH,Premature mortality among adults aged 45-64 years,355.5,Race/Ethnicity,Hispanic
14150,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,138.3,Gender,Male
14151,2015,OH,Mortality from coronary heart disease,160.6,Gender,Male
14152,2015,OH,Premature mortality among adults aged 45-64 years,887.1,Gender,Male
14153,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,149.5,Race/Ethnicity,"White, non-Hispanic"
14154,2015,OH,Mortality from heart failure,84.2,Race/Ethnicity,"Black, non-Hispanic"
14155,2015,OH,Asthma mortality rate,10.9,Gender,Male
14156,2015,OH,Asthma mortality rate,,Race/Ethnicity,Hispanic
14157,2015,OH,Premature mortality among adults aged 45-64 years,712.6,Race/Ethnicity,"White, non-Hispanic"
14158,2015,OH,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native
14159,2015,OH,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native
14160,2015,OH,Mortality from total cardiovascular diseases,62.7,Race/Ethnicity,Hispanic
14161,2015,OH,Mortality from total cardiovascular diseases,,Race/Ethnicity,American Indian or Alaska Native
14162,2015,OH,Premature mortality among adults aged 45-64 years,973.1,Race/Ethnicity,"Black, non-Hispanic"
14163,2015,OH,Mortality from total cardiovascular diseases,67.6,Race/Ethnicity,Asian or Pacific Islander
14164,2015,OH,Premature mortality among adults aged 45-64 years,238.2,Race/Ethnicity,Asian or Pacific Islander
14165,2015,OH,Mortality from diseases of the heart,44.8,Race/Ethnicity,Asian or Pacific Islander
14166,2015,OH,Mortality from heart failure,117.9,Gender,Male
14167,2015,OH,Mortality from heart failure,134.9,Gender,Female
14168,2015,OH,Mortality from total cardiovascular diseases,316.0,Overall,Overall
14169,2015,OH,Mortality from coronary heart disease,139.2,Overall,Overall
14170,2015,OH,Premature mortality among adults aged 45-64 years,725.4,Overall,Overall
14171,2015,OH,Mortality from diseases of the heart,194.5,Race/Ethnicity,"Black, non-Hispanic"
14172,2015,OH,Asthma mortality rate,16.4,Gender,Female
14173,2015,OH,Mortality from heart failure,17.8,Race/Ethnicity,Asian or Pacific Islander
14174,2015,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,265.0,Gender,Female
14175,2015,OH,Mortality from coronary heart disease,102.3,Race/Ethnicity,"Black, non-Hispanic"
14176,2015,OH,Asthma mortality rate,24.8,Race/Ethnicity,"Black, non-Hispanic"
14177,2015,OH,Asthma mortality rate,13.7,Overall,Overall
14178,2015,OH,Mortality from diseases of the heart,256.9,Gender,Male
14179,2015,OH,Mortality from coronary heart disease,25.6,Race/Ethnicity,Hispanic
14180,2015,OH,Mortality from total cardiovascular diseases,318.7,Gender,Male
14181,2015,OH,Mortality from diseases of the heart,45.1,Race/Ethnicity,Hispanic
14182,2015,OH,Mortality from coronary heart disease,153.5,Race/Ethnicity,"White, non-Hispanic"
14183,2015,OH,Mortality from diseases of the heart,227.1,Gender,Female
14184,2015,OH,Mortality from coronary heart disease,118.7,Gender,Female
14185,2015,OH,Mortality from total cardiovascular diseases,262.7,Race/Ethnicity,"Black, non-Hispanic"
14186,2015,OH,Mortality from diseases of the heart,,Race/Ethnicity,American Indian or Alaska Native
14187,2015,OH,Premature mortality among adults aged 45-64 years,252.2,Race/Ethnicity,American Indian or Alaska Native
14188,2015,OH,Mortality from coronary heart disease,25.4,Race/Ethnicity,Asian or Pacific Islander
14189,2015,OH,Mortality from heart failure,141.3,Race/Ethnicity,"White, non-Hispanic"
14190,2015,OH,Mortality from heart failure,126.6,Overall,Overall
14191,2015,OH,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
14192,2015,OH,Premature mortality among adults aged 45-64 years,570.6,Gender,Female
14193,2014,OH,Asthma mortality rate,12.5,Gender,Female
14194,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,274.7,Overall,Overall
14195,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,131.5,Gender,Male
14196,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,254.5,Gender,Female
14197,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,45.0,Race/Ethnicity,Asian or Pacific Islander
14198,2014,OH,Asthma mortality rate,,Race/Ethnicity,Hispanic
14199,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,133.6,Gender,Female
14200,2014,OH,Asthma mortality rate,10.0,Overall,Overall
14201,2014,OH,Asthma mortality rate,9.5,Race/Ethnicity,"White, non-Hispanic"
14202,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,291.7,Race/Ethnicity,"White, non-Hispanic"
14203,2014,OH,Asthma mortality rate,7.4,Gender,Male
14204,2014,OH,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
14205,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,85.1,Race/Ethnicity,"Black, non-Hispanic"
14206,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
14207,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,60.1,Race/Ethnicity,Hispanic
14208,2014,OH,Asthma mortality rate,16.5,Race/Ethnicity,"Black, non-Hispanic"
14209,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic
14210,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,198.3,Race/Ethnicity,"Black, non-Hispanic"
14211,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
14212,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,142.2,Race/Ethnicity,"White, non-Hispanic"
14213,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
14214,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,297.6,Gender,Male
14215,2014,OH,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native
14216,2014,OH,Mortality from heart failure,19.3,Race/Ethnicity,Hispanic
14217,2014,OH,Mortality from diseases of the heart,41.0,Race/Ethnicity,Asian or Pacific Islander
14218,2014,OH,Mortality from coronary heart disease,23.3,Race/Ethnicity,Hispanic
14219,2014,OH,Mortality from diseases of the heart,248.4,Gender,Male
14220,2014,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,132.6,Overall,Overall
14221,2014,OH,Mortality from total cardiovascular diseases,300.9,Gender,Female
14222,2014,OH,Mortality from heart failure,15.1,Race/Ethnicity,Asian or Pacific Islander
14223,2014,OH,Mortality from total cardiovascular diseases,59.7,Race/Ethnicity,Asian or Pacific Islander
14224,2014,OH,Mortality from coronary heart disease,119.7,Gender,Female
14225,2014,OH,Mortality from heart failure,125.8,Gender,Female
14226,2014,OH,Mortality from coronary heart disease,97.9,Race/Ethnicity,"Black, non-Hispanic"
14227,2014,OH,Mortality from total cardiovascular diseases,53.3,Race/Ethnicity,Hispanic
14228,2014,OH,Mortality from coronary heart disease,139.3,Overall,Overall
14229,2014,OH,Mortality from diseases of the heart,84.6,Race/Ethnicity,American Indian or Alaska Native
14230,2014,OH,Mortality from diseases of the heart,39.2,Race/Ethnicity,Hispanic
14231,2014,OH,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native
14232,2014,OH,Mortality from coronary heart disease,27.9,Race/Ethnicity,Asian or Pacific Islander
14233,2014,OH,Mortality from total cardiovascular diseases,104.9,Race/Ethnicity,American Indian or Alaska Native
14234,2014,OH,Mortality from diseases of the heart,254.3,Race/Ethnicity,"White, non-Hispanic"
14235,2014,OH,Mortality from diseases of the heart,218.0,Gender,Female
14236,2014,OH,Mortality from diseases of the heart,184.7,Race/Ethnicity,"Black, non-Hispanic"
14237,2014,OH,Mortality from coronary heart disease,159.6,Gender,Male
14238,2014,OH,Mortality from total cardiovascular diseases,331.7,Race/Ethnicity,"White, non-Hispanic"
14239,2014,OH,Mortality from total cardiovascular diseases,257.5,Race/Ethnicity,"Black, non-Hispanic"
14240,2014,OH,Mortality from heart failure,119.7,Overall,Overall
14241,2014,OH,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
14242,2014,OH,Mortality from heart failure,84.0,Race/Ethnicity,"Black, non-Hispanic"
14243,2014,OH,Mortality from total cardiovascular diseases,306.2,Overall,Overall
14244,2014,OH,Mortality from heart failure,132.6,Race/Ethnicity,"White, non-Hispanic"
14245,2014,OH,Mortality from heart failure,113.3,Gender,Male
14246,2014,OH,Mortality from diseases of the heart,232.9,Overall,Overall
14247,2014,OH,Mortality from total cardiovascular diseases,311.8,Gender,Male
14248,2014,OH,Premature mortality among adults aged 45-64 years,370.4,Race/Ethnicity,Hispanic
14249,2014,OH,Premature mortality among adults aged 45-64 years,351.4,Race/Ethnicity,American Indian or Alaska Native
14250,2014,OH,Premature mortality among adults aged 45-64 years,881.3,Gender,Male
14251,2014,OH,Premature mortality among adults aged 45-64 years,210.1,Race/Ethnicity,Asian or Pacific Islander
14252,2014,OH,Premature mortality among adults aged 45-64 years,711.0,Overall,Overall
14253,2014,OH,Premature mortality among adults aged 45-64 years,548.1,Gender,Female
14254,2014,OH,Premature mortality among adults aged 45-64 years,691.1,Race/Ethnicity,"White, non-Hispanic"
14255,2014,OH,Premature mortality among adults aged 45-64 years,1001.8,Race/Ethnicity,"Black, non-Hispanic"
14256,2013,OH,Asthma mortality rate,11.2,Overall,Overall
14257,2013,OH,Asthma mortality rate,,Race/Ethnicity,Hispanic
14258,2013,OH,Asthma mortality rate,22.6,Race/Ethnicity,"Black, non-Hispanic"
14259,2013,OH,Asthma mortality rate,13.5,Gender,Female
14260,2013,OH,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
14261,2013,OH,Asthma mortality rate,9.9,Race/Ethnicity,"White, non-Hispanic"
14262,2013,OH,Asthma mortality rate,8.8,Gender,Male
14263,2013,OH,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
14264,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,137.7,Gender,Female
14265,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,283.4,Overall,Overall
14266,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,137.7,Gender,Male
14267,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,32.8,Race/Ethnicity,Asian or Pacific Islander
14268,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
14269,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,264.3,Gender,Female
14270,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,78.3,Race/Ethnicity,Hispanic
14271,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,300.5,Race/Ethnicity,"White, non-Hispanic"
14272,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
14273,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,305.1,Gender,Male
14274,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
14275,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,137.7,Overall,Overall
14276,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,201.6,Race/Ethnicity,"Black, non-Hispanic"
